_id,Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
3139,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521725,Other Rental,Other Services and Charges,Expenditures,30300,30300,14490
3140,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522305,Freight Charges,Other Services and Charges,Expenditures,8100,8100,10210
3141,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,13900,13900,4528
3142,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,85712,85712,591
3143,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522846,Interfund Vehicle Fuel,Other Services and Charges,Expenditures,31260,31260,6871
3144,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,26040,26040,19867
3145,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,81631,81631,17357
3146,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520126,Construction Site Work Services,Other Services and Charges,Expenditures,10109,10109,56509
3147,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520141,Engineering Services,Other Services and Charges,Expenditures,24545,23000,1800
3148,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521404,HVAC Repair and Replacement,Other Services and Charges,Expenditures,4514784,4053652,1851931
3149,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,10859824,10859824,2083768
3150,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521406,Roofing Repair and Replacement,Other Services and Charges,Expenditures,173237,95237,149659
3151,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521407,Elevator Repair and Replacement,Other Services and Charges,Expenditures,769960,769960,-96578
3152,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521408,Roll Up Doors Repair and Replacement,Other Services and Charges,Expenditures,12239,12239,89691
3153,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521409,Fire Alarms and Extinguishers,Other Services and Charges,Expenditures,730571,410571,4758
3154,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521411,Generator Repair and Maintenance,Other Services and Charges,Expenditures,340173,340173,20025
3155,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521412,Plumbing Repair and Maintenance,Other Services and Charges,Expenditures,224071,224071,40868
3156,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521725,Other Rental,Other Services and Charges,Expenditures,50798,50798,9853
3157,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,45000,45000,33882
3158,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,83058,83058,57226
3159,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,4106,4106,1610
3160,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,99138,99138,51280
3161,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,56771,56771,25789
3162,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,7162,7162,1402
3163,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,56250,65000,720
3164,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520124,Other Equipment Services,Other Services and Charges,Expenditures,11126,23926,11308
3165,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520126,Construction Site Work Services,Other Services and Charges,Expenditures,419848,624930,235139
3166,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521404,HVAC Repair and Replacement,Other Services and Charges,Expenditures,503826,50000,98272
3167,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,845910,323410,109370
3168,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521705,Equipment Rental,Other Services and Charges,Expenditures,23950,104450,31869
3169,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,6300,10000,2490
3170,2023,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,520118,Refuse Disposal,Other Services and Charges,Expenditures,1802500,1802500,64994
3171,2023,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,520805,Education & Training,Other Services and Charges,Expenditures,185000,185000,41296
3172,2023,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,13000,13000,-1922
3173,2023,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,4701,4701,2861
3174,2023,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,11000,11000,645
3175,2023,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,863,863,169
3176,2023,2306,Historic Preservatio,Special Revenue Funds,3400,Library,Human & Cultural Services,520101,Janitorial Services,Other Services and Charges,Expenditures,2000,2000,1150
3177,2023,2306,Historic Preservatio,Special Revenue Funds,3400,Library,Human & Cultural Services,520605,Advertising Services,Other Services and Charges,Expenditures,16400,16400,2269
3178,2023,2306,Historic Preservatio,Special Revenue Funds,3400,Library,Human & Cultural Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,200000,200000,32548
3179,2023,2306,Historic Preservatio,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,130000,130000,9883
3180,2023,2306,Historic Preservatio,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,7000,7000,911
3181,2023,2306,Historic Preservatio,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522725,Interfund Postage,Other Services and Charges,Expenditures,5000,5000,60
3182,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,2500,2500,341
3183,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,1960000,1960000,144789
3184,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520112,Banking Services,Other Services and Charges,Expenditures,3000,3000,225
3185,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,150000,150000,28858
3186,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520605,Advertising Services,Other Services and Charges,Expenditures,8482,8482,1426
3187,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,12000,12000,1025
3188,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520805,Education & Training,Other Services and Charges,Expenditures,14000,14000,6353
3189,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,20000,20000,6031
3190,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,521305,Indirect Cost Recovery Payment,Other Services and Charges,Expenditures,410933,410933,102733
3191,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,7000,7000,2740
3192,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,25000,25000,5490
3193,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,87759,87759,44827
3194,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,1643,1643,645
3195,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,47579,47579,24035
3196,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522725,Interfund Postage,Other Services and Charges,Expenditures,25000,25000,3871
3197,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,50723,50723,20950
3198,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522765,Interfund Legal Services,Other Services and Charges,Expenditures,324184,324184,94444
3199,2023,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,28000,28000,6921
